primary_type,id,case_number,date,block,iucr,description,location_description,arrest,domestic,beat,district,ward,community_area,fbi_code,x_coordinate,y_coordinate,year,updated_on,latitude,longitude,location,:@computed_region_awaf_s7ux,:@computed_region_6mkv_f3dw,:@computed_region_vrxf_vc4k,:@computed_region_bdys_3d7i,:@computed_region_43wa_7qmu,:@computed_region_rpca_8um6,:@computed_region_d9mm_jgwp,:@computed_region_d3ds_rm58,:@computed_region_8hcu_yrd4
BATTERY,13233725,JG451858,2023-10-04T18:30:00.000,084XX S BUFFALO AVE,0486,DOMESTIC BATTERY SIMPLE,RESIDENCE,True,True,0424,004,10,46,08B,1199608,1849575,2023,2023-10-12T15:42:39.000,41.742032062,-87.544212581,"{'latitude': '41.742032062', 'longitude': '-87.544212581', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",47,21202,42,506,47,25,19,239,6
BATTERY,13233088,JG451042,2023-10-04T18:22:00.000,048XX N FRANCISCO AVE,0454,"AGGRAVATED P.O. - HANDS, FISTS, FEET, NO / MINOR INJURY",OTHER (SPECIFY),False,False,2031,020,40,4,08B,1156348,1932071,2023,2023-10-12T15:42:39.000,41.96938944,-87.700488807,"{'latitude': '41.96938944', 'longitude': '-87.700488807', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",46,21849,6,620,24,20,2,61,40
BATTERY,13233069,JG451019,2023-10-04T18:21:00.000,030XX W ARGYLE ST,0486,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,1713,017,33,14,08B,1155054,1933056,2023,2023-10-12T15:42:39.000,41.972118466,-87.705220316,"{'latitude': '41.972118466', 'longitude': '-87.705220316', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2,21849,14,749,20,20,1,1,33
ASSAULT,13232916,JG450986,2023-10-04T18:20:00.000,048XX W ARMITAGE AVE,0520,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,CTA BUS STOP,True,False,2522,025,26,19,04A,1143463,1912853,2023,2023-10-12T15:42:39.000,41.916904872,-87.748349731,"{'latitude': '41.916904872', 'longitude': '-87.748349731', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",7,22615,19,306,44,2,6,188,26
BATTERY,13232954,JG450952,2023-10-04T18:10:00.000,004XX N CENTRAL AVE,041A,AGGRAVATED - HANDGUN,APARTMENT,False,False,1523,015,37,25,04B,1138961,1902414,2023,2023-10-12T15:42:39.000,41.888342081,-87.765144298,"{'latitude': '41.888342081', 'longitude': '-87.765144298', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",52,22216,26,672,7,32,25,85,29
BATTERY,13232956,JG450949,2023-10-04T18:06:00.000,078XX S MORGAN ST,0460,SIMPLE,CTA BUS,False,False,0621,006,17,71,08B,1171011,1852607,2023,2023-10-12T15:42:39.000,41.751024113,-87.648902382,"{'latitude': '41.751024113', 'longitude': '-87.648902382', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",17,21554,70,487,31,59,20,229,17
ASSAULT,13232941,JG450992,2023-10-04T18:00:00.000,099XX S PAXTON AVE,0560,SIMPLE,RESIDENCE,False,False,0431,004,7,51,08A,1192811,1839538,2023,2023-10-12T15:42:39.000,41.714657929,-87.569442529,"{'latitude': '41.714657929', 'longitude': '-87.569442529', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",43,21202,48,252,37,25,19,249,5
ASSAULT,13233105,JG451112,2023-10-04T18:00:00.000,013XX S SAWYER AVE,051A,AGGRAVATED - HANDGUN,APARTMENT,False,True,1022,010,24,29,04A,1154908,1893639,2023,2023-10-12T15:42:39.000,41.863957884,-87.706816062,"{'latitude': '41.863957884', 'longitude': '-87.706816062', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",36,21569,30,34,14,57,21,152,24
ASSAULT,13233936,JG452242,2023-10-04T18:00:00.000,045XX S PRAIRIE AVE,051A,AGGRAVATED - HANDGUN,STREET,False,False,0215,002,3,38,04A,1178802,1874949,2023,2023-10-12T15:42:39.000,41.812159176,-87.619672964,"{'latitude': '41.812159176', 'longitude': '-87.619672964', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12,4301,4,162,9,36,24,98,8
ASSAULT,13232903,JG450976,2023-10-04T18:00:00.000,048XX S LAFLIN ST,0560,SIMPLE,SIDEWALK,False,False,0933,009,20,61,08A,1167150,1872741,2023,2023-10-12T15:42:39.000,41.806357759,-87.662475418,"{'latitude': '41.806357759', 'longitude': '-87.662475418', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",53,14924,59,677,4,37,23,118,20
BATTERY,13233075,JG451038,2023-10-04T17:57:00.000,094XX S HARVARD AVE,0420,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,RESIDENCE,False,False,0634,006,9,49,04B,1175662,1842303,2023,2023-10-12T15:42:39.000,41.722645821,-87.632166507,"{'latitude': '41.722645821', 'longitude': '-87.632166507', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",18,21554,45,187,13,59,20,242,11
BURGLARY,13235984,JG454632,2023-10-04T17:50:00.000,007XX W 59TH ST,0610,FORCIBLE ENTRY,CHURCH / SYNAGOGUE / PLACE OF WORSHIP,False,False,0711,007,16,68,05,1172198,1865740,2023,2023-10-12T15:42:39.000,41.787036651,-87.644167016,"{'latitude': '41.787036651', 'longitude': '-87.644167016', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",19,21559,66,22,2,11,17,135,16
BATTERY,13232929,JG450938,2023-10-04T17:25:00.000,067XX S JEFFERY BLVD,0483,AGGRAVATED PROTECTED EMPLOYEE - OTHER DANGEROUS WEAPON,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,0332,003,5,43,04B,1190703,1860780,2023,2023-10-12T15:42:39.000,41.772998982,-87.576478539,"{'latitude': '41.772998982', 'longitude': '-87.576478539', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",32,22538,39,152,33,24,18,212,3
BATTERY,13233306,JG450939,2023-10-04T17:20:00.000,006XX E 131ST ST,0460,SIMPLE,CHA PARKING LOT / GROUNDS,False,False,0533,005,10,54,08B,1182983,1818559,2023,2023-10-12T15:42:39.000,41.657322315,-87.606085032,"{'latitude': '41.657322315', 'longitude': '-87.606085032', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",30,4460,51,9,43,47,10,221,6
ASSAULT,13233072,JG450954,2023-10-04T17:18:00.000,042XX N DRAKE AVE,0520,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,RESIDENCE,False,False,1723,017,33,16,04A,1151966,1927852,2023,2023-10-12T15:42:39.000,41.957899913,-87.716713171,"{'latitude': '41.957899913', 'longitude': '-87.716713171', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2,21538,16,56,12,39,1,9,33
ASSAULT,13233892,JG450946,2023-10-04T17:14:00.000,047XX S MICHIGAN AVE,0545,"PROTECTED EMPLOYEE - HANDS, FISTS, FEET, NO / MINOR INJURY",GAS STATION,False,False,0224,002,3,38,08A,1177953,1873730,2023,2023-10-12T15:42:39.000,41.808833439,-87.622824022,"{'latitude': '41.808833439', 'longitude': '-87.622824022', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12,21192,4,448,9,10,24,107,8
BATTERY,13232845,JG450858,2023-10-04T17:01:00.000,048XX N SHERIDAN RD,0486,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,2024,020,46,3,08B,1168762,1932302,2023,2023-10-12T15:42:39.000,41.969762615,-87.654835892,"{'latitude': '41.969762615', 'longitude': '-87.654835892', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",40,22616,31,635,39,15,2,14,46
BATTERY,13233035,JG450907,2023-10-04T17:00:00.000,034XX N PULASKI RD,0460,SIMPLE,MEDICAL / DENTAL OFFICE,True,False,1731,017,30,16,08B,1149124,1922415,2023,2023-10-12T15:42:39.000,41.943036,-87.727302762,"{'latitude': '41.943036', 'longitude': '-87.727302762', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",27,22618,16,329,21,21,1,25,30
BURGLARY,13237980,JG457053,2023-10-04T17:00:00.000,060XX S DR MARTIN LUTHER KING JR DR,0610,FORCIBLE ENTRY,APARTMENT,False,False,0313,003,20,42,05,1179955,1865090,2023,2023-10-12T15:42:39.000,41.785078849,-87.615745705,"{'latitude': '41.785078849', 'longitude': '-87.615745705', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",53,22260,7,404,4,60,18,251,20
ASSAULT,13233046,JG450913,2023-10-04T16:59:00.000,047XX S MICHIGAN AVE,0560,SIMPLE,APARTMENT,True,True,0224,002,3,38,08A,1177958,1873533,2023,2023-10-12T15:42:39.000,41.80829274,-87.622811656,"{'latitude': '41.80829274', 'longitude': '-87.622811656', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12,21192,4,448,9,10,24,107,8
BATTERY,13233093,JG450836,2023-10-04T16:36:00.000,015XX N DAMEN AVE,0486,DOMESTIC BATTERY SIMPLE,CTA TRAIN,False,True,1424,014,1,24,08B,1162780,1910519,2023,2023-10-12T15:42:39.000,41.910116718,-87.677444645,"{'latitude': '41.910116718', 'longitude': '-87.677444645', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",24,21560,25,481,41,4,7,200,1
BATTERY,13232770,JG450812,2023-10-04T16:30:00.000,007XX S SEELEY AVE,0460,SIMPLE,RESTAURANT,False,False,1225,012,28,28,08B,1162845,1896838,2023,2023-10-12T15:42:39.000,41.872573592,-87.677589952,"{'latitude': '41.872573592', 'longitude': '-87.677589952', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8,21184,29,5,23,28,15,139,28
BATTERY,13233092,JG450805,2023-10-04T16:25:00.000,027XX W NORTH AVE,0460,SIMPLE,HOSPITAL BUILDING / GROUNDS,False,True,1421,014,26,24,08B,1157657,1910520,2023,2023-10-12T15:42:39.000,41.910225417,-87.696264504,"{'latitude': '41.910225417', 'longitude': '-87.696264504', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",24,22535,25,288,41,1,7,171,26
BATTERY,13232900,JG450917,2023-10-04T16:20:00.000,031XX W 54TH ST,0440,"AGGRAVATED - HANDS, FISTS, FEET, NO / MINOR INJURY",APARTMENT,False,False,0923,009,14,63,08B,1156321,1868652,2023,2023-10-12T15:42:39.000,41.795362067,-87.702302751,"{'latitude': '41.795362067', 'longitude': '-87.702302751', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",49,22248,61,777,8,56,23,120,14
ASSAULT,13232794,JG450785,2023-10-04T16:15:00.000,059XX S UNION AVE,0560,SIMPLE,RESIDENCE - PORCH / HALLWAY,False,True,0711,007,16,68,08A,1172650,1865479,2023,2023-10-12T15:42:39.000,41.786310484,-87.642517431,"{'latitude': '41.786310484', 'longitude': '-87.642517431', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",53,21559,66,22,4,11,17,135,16
ASSAULT,13232880,JG450828,2023-10-04T16:00:00.000,073XX S LANGLEY AVE,0560,SIMPLE,SIDEWALK,False,True,0323,003,6,69,08A,1182164,1856539,2023,2023-10-12T15:42:39.000,41.761563204,-87.607911081,"{'latitude': '41.761563204', 'longitude': '-87.607911081', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",31,21546,67,515,32,61,18,223,4
BATTERY,13232960,JG450967,2023-10-04T16:00:00.000,076XX S MAY ST,0486,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,0612,006,17,71,08B,1169978,1854041,2023,2023-10-12T15:42:39.000,41.754981686,-87.652646228,"{'latitude': '41.754981686', 'longitude': '-87.652646228', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",17,21554,70,572,31,59,20,230,17
BATTERY,13232781,JG450771,2023-10-04T15:48:00.000,045XX S FRANCISCO AVE,0486,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,0922,009,12,58,08B,1157796,1874420,2023,2023-10-12T15:42:39.000,41.811160387,-87.696737193,"{'latitude': '41.811160387', 'longitude': '-87.696737193', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",49,22248,55,85,3,56,23,115,12
ASSAULT,13232962,JG450793,2023-10-04T15:43:00.000,081XX S COTTAGE GROVE AVE,0560,SIMPLE,SMALL RETAIL STORE,False,False,0631,006,8,44,08A,1182970,1851301,2023,2023-10-12T15:42:39.000,41.747170897,-87.605119541,"{'latitude': '41.747170897', 'longitude': '-87.605119541', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9,21546,40,247,35,61,20,235,10
ASSAULT,13232788,JG450818,2023-10-04T15:43:00.000,0000X W ROOT ST,0560,SIMPLE,APARTMENT,False,True,0213,002,3,38,08A,1176577,1877489,2023,2023-10-12T15:42:39.000,41.819179575,-87.627757664,"{'latitude': '41.819179575', 'longitude': '-87.627757664', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12,14924,4,414,9,37,24,102,8
BATTERY,13232895,JG450835,2023-10-04T15:43:00.000,059XX W MADISON ST,0430,AGGRAVATED - OTHER DANGEROUS WEAPON,STREET,False,False,1513,015,29,25,04B,1137088,1899409,2023,2023-10-12T15:42:39.000,41.880129791,-87.772094898,"{'latitude': '41.880129791', 'longitude': '-87.772094898', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",52,22216,26,618,7,32,25,99,29
BURGLARY,13233165,JG450957,2023-10-04T15:42:00.000,032XX N NARRAGANSETT AVE,0610,FORCIBLE ENTRY,APARTMENT,False,False,1633,016,36,17,05,1133146,1920707,2023,2023-10-12T15:42:39.000,41.938644024,-87.786070759,"{'latitude': '41.938644024', 'longitude': '-87.786070759', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",39,22254,17,396,44,52,12,17,36
ASSAULT,13232803,JG450788,2023-10-04T15:38:00.000,071XX S LOWE AVE,0530,AGGRAVATED - OTHER DANGEROUS WEAPON,STREET,False,False,0732,007,6,68,04A,1173382,1857517,2023,2023-10-12T15:42:39.000,41.764445672,-87.640068891,"{'latitude': '41.764445672', 'longitude': '-87.640068891', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",31,21559,66,511,32,11,17,214,4
BATTERY,13233621,JG451583,2023-10-04T15:35:00.000,006XX E 85TH ST,0460,SIMPLE,SIDEWALK,False,False,0632,006,6,44,08B,1181970,1848768,2023,2023-10-12T15:42:39.000,41.740243229,-87.608861922,"{'latitude': '41.740243229', 'longitude': '-87.608861922', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",31,21546,40,140,32,61,20,241,4
ASSAULT,13232864,JG450806,2023-10-04T15:30:00.000,020XX E MARQUETTE DR,051A,AGGRAVATED - HANDGUN,LAKEFRONT / WATERFRONT / RIVERBANK,False,False,0331,003,5,42,04A,1190970,1861673,2023,2023-10-12T15:42:39.000,41.77544299,-87.575470955,"{'latitude': '41.77544299', 'longitude': '-87.575470955', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",32,22538,9,134,33,24,18,262,3
ASSAULT,13233060,JG450703,2023-10-04T15:30:00.000,0000X N OGDEN AVE,0560,SIMPLE,STREET,False,True,1224,012,27,28,08A,1166248,1900486,2023,2023-10-12T15:42:39.000,41.882511977,-87.664991748,"{'latitude': '41.882511977', 'longitude': '-87.664991748', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",41,14917,29,63,46,44,15,92,27
BATTERY,13232691,JG450734,2023-10-04T15:30:00.000,027XX W GLENLAKE AVE,0460,SIMPLE,STREET,False,False,2413,024,40,2,08B,1156981,1940389,2023,2023-10-12T15:42:39.000,41.992201582,-87.697934371,"{'latitude': '41.992201582', 'longitude': '-87.697934371', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",42,4450,20,31,24,50,11,52,40
BATTERY,13238148,JG450690,2023-10-04T15:20:00.000,006XX N DRAKE AVE,0496,AGGRAVATED DOMESTIC BATTERY - KNIFE / CUTTING INSTRUMENT,APARTMENT,False,True,1121,011,27,23,04B,1152605,1903938,2023,2023-10-12T15:42:39.000,41.892265248,-87.714997943,"{'latitude': '41.892265248', 'longitude': '-87.714997943', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",41,21572,24,584,46,30,16,65,27
ASSAULT,13232724,JG450688,2023-10-04T15:04:00.000,058XX N SHERIDAN RD,0560,SIMPLE,RESIDENCE,False,False,2022,020,48,77,08A,1168575,1939019,2023,2023-10-12T15:42:39.000,41.988198299,-87.655327998,"{'latitude': '41.988198299', 'longitude': '-87.655327998', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",40,4451,76,13,16,14,2,42,48
ASSAULT,13232791,JG450698,2023-10-04T15:00:00.000,035XX S GILES AVE,0560,SIMPLE,SCHOOL - PUBLIC GROUNDS,False,False,0212,002,3,35,08A,1178842,1881615,2023,2023-10-12T15:42:39.000,41.830450306,-87.61932306,"{'latitude': '41.830450306', 'longitude': '-87.61932306', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",48,4301,1,222,9,36,24,101,8
ASSAULT,13232790,JG450680,2023-10-04T15:00:00.000,063XX S MARSHFIELD AVE,051A,AGGRAVATED - HANDGUN,SIDEWALK,False,False,0725,007,16,67,04A,1166412,1862674,2023,2023-10-12T15:42:39.000,41.77874847,-87.665468981,"{'latitude': '41.77874847', 'longitude': '-87.665468981', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",44,22257,65,280,3,23,17,204,15
BATTERY,13237848,JG456784,2023-10-04T15:00:00.000,051XX S KEELER AVE,0460,SIMPLE,CHURCH / SYNAGOGUE / PLACE OF WORSHIP,False,False,0815,008,23,57,08B,1149231,1870307,2023,2023-10-12T15:42:39.000,41.800043514,-87.728259538,"{'latitude': '41.800043514', 'longitude': '-87.728259538', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",35,22248,54,637,6,56,13,105,23
ASSAULT,13232942,JG450692,2023-10-04T15:00:00.000,132XX S BURLEY AVE,0560,SIMPLE,SIDEWALK,False,False,0433,004,10,55,08A,1199760,1817775,2023,2023-10-12T15:42:39.000,41.654766107,-87.544722501,"{'latitude': '41.654766107', 'longitude': '-87.544722501', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",47,22250,52,787,47,26,19,259,6
ASSAULT,13232792,JG450706,2023-10-04T14:57:00.000,025XX N NARRAGANSETT AVE,0557,AGGRAVATED PROTECTED EMPLOYEE - KNIFE / CUTTING INSTRUMENT,GROCERY FOOD STORE,False,False,2512,025,36,19,04A,1133317,1916205,2023,2023-10-12T15:42:39.000,41.926287021,-87.785547998,"{'latitude': '41.926287021', 'longitude': '-87.785547998', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",39,22615,19,137,44,3,6,183,36
BATTERY,13232953,JG450977,2023-10-04T14:50:00.000,032XX W SUNNYSIDE AVE,0486,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,1724,017,33,14,08B,1153760,1929721,2023,2023-10-12T15:42:39.000,41.962992957,-87.710067797,"{'latitude': '41.962992957', 'longitude': '-87.710067797', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2,21849,14,24,20,20,1,13,33
BATTERY,13233343,JG451300,2023-10-04T14:50:00.000,013XX W 82ND ST,0486,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,0613,006,17,71,08B,1168668,1850386,2023,2023-10-12T15:42:39.000,41.744980208,-87.657552215,"{'latitude': '41.744980208', 'longitude': '-87.657552215', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",18,21554,70,575,13,59,20,233,17
ASSAULT,13232785,JG450634,2023-10-04T14:47:00.000,002XX N CENTRAL PARK AVE,051A,AGGRAVATED - HANDGUN,STREET,False,False,1123,011,28,27,04A,1152337,1901609,2023,2023-10-12T15:42:39.000,41.88587953,-87.716043732,"{'latitude': '41.88587953', 'longitude': '-87.716043732', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11,21572,28,176,23,30,16,86,28
BATTERY,13232625,JG450616,2023-10-04T14:40:00.000,103XX S WENTWORTH AVE,0460,SIMPLE,GAS STATION,False,False,0512,005,21,49,08B,1176774,1836565,2023,2023-10-12T15:42:39.000,41.706875037,-87.628265515,"{'latitude': '41.706875037', 'longitude': '-87.628265515', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",45,21861,45,524,22,19,10,256,21
BATTERY,13235098,JG453561,2023-10-04T14:40:00.000,105XX S MORGAN ST,0460,SIMPLE,SCHOOL - PUBLIC GROUNDS,False,False,2232,022,21,73,08B,1171519,1834893,2023,2023-10-12T15:42:39.000,41.702403273,-87.647557963,"{'latitude': '41.702403273', 'longitude': '-87.647557963', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",45,22212,72,595,22,13,9,253,21
BATTERY,13232975,JG450697,2023-10-04T14:35:00.000,010XX N MARSHFIELD AVE,0460,SIMPLE,SIDEWALK,False,False,1213,012,1,24,08B,1165207,1907013,2023,2023-10-12T15:42:39.000,41.90044474,-87.66862864,"{'latitude': '41.90044474', 'longitude': '-87.66862864', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",24,21560,25,518,41,4,15,60,1
BATTERY,13232727,JG450669,2023-10-04T13:50:00.000,058XX N RIDGE AVE,0460,SIMPLE,NURSING / RETIREMENT HOME,False,False,2013,020,48,77,08B,1165024,1939181,2023,2023-10-12T15:42:39.000,41.988719229,-87.668384208,"{'latitude': '41.988719229', 'longitude': '-87.668384208', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",40,4451,76,539,16,14,2,54,48
BATTERY,13241506,JG459595,2023-10-04T13:45:00.000,050XX W WEST END AVE,0497,AGGRAVATED DOMESTIC BATTERY - OTHER DANGEROUS WEAPON,STREET,False,True,1532,015,28,25,04B,1142695,1900512,2023,2023-10-14T15:40:51.000,41.883054096,-87.751478907,"{'latitude': '41.883054096', 'longitude': '-87.751478907', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11,22216,26,696,23,32,25,81,28
BATTERY,13232610,JG450600,2023-10-04T13:30:00.000,046XX N FRANCISCO AVE,0460,SIMPLE,CTA TRAIN,False,False,1713,017,40,14,08B,1156204,1930784,2023,2023-10-12T15:42:39.000,41.965860757,-87.701053221,"{'latitude': '41.965860757', 'longitude': '-87.701053221', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2,21849,14,258,20,20,1,1,40
ASSAULT,13233403,JG450601,2023-10-04T13:15:00.000,010XX W WILSON AVE,0560,SIMPLE,STREET,False,False,1914,019,46,3,08A,1168692,1930721,2023,2023-10-12T15:42:39.000,41.965425822,-87.655139299,"{'latitude': '41.965425822', 'longitude': '-87.655139299', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",37,22616,31,241,39,15,5,4,46
ASSAULT,13232584,JG450530,2023-10-04T13:10:00.000,069XX S SOUTH CHICAGO AVE,051A,AGGRAVATED - HANDGUN,STREET,False,False,0322,003,6,69,04A,1181560,1859268,2023,2023-10-12T15:42:39.000,41.769065813,-87.610040671,"{'latitude': '41.769065813', 'longitude': '-87.610040671', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",31,22260,67,348,32,60,18,211,4
BATTERY,13237570,JG453237,2023-10-04T13:00:00.000,041XX S CALUMET AVE,0495,AGGRAVATED OF A SENIOR CITIZEN,NURSING / RETIREMENT HOME,False,False,0213,002,3,38,04B,1179115,1877722,2023,2023-10-12T15:42:39.000,41.819761379,-87.618440277,"{'latitude': '41.819761379', 'longitude': '-87.618440277', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12,4301,4,163,9,36,24,102,8
ASSAULT,13232648,JG450552,2023-10-04T12:59:00.000,066XX S SANGAMON ST,051A,AGGRAVATED - HANDGUN,RESIDENCE,True,True,0723,007,16,68,04A,1171117,1860882,2023,2023-10-12T15:42:39.000,41.773729439,-87.648272449,"{'latitude': '41.773729439', 'longitude': '-87.648272449', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",17,21559,66,436,32,11,17,202,16
BATTERY,13233715,JG450501,2023-10-04T12:56:00.000,062XX S PULASKI RD,0460,SIMPLE,CTA BUS,False,False,0813,008,13,65,08B,1150781,1862698,2023,2023-10-12T15:42:39.000,41.779133172,-87.722773335,"{'latitude': '41.779133172', 'longitude': '-87.722773335', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",23,21867,63,339,6,58,13,276,23
BATTERY,13233538,JG450506,2023-10-04T12:51:00.000,001XX S HAMLIN BLVD,0486,DOMESTIC BATTERY SIMPLE,SIDEWALK,False,True,1122,011,28,26,08B,1151097,1898932,2023,2023-10-12T15:42:39.000,41.87855794,-87.720667487,"{'latitude': '41.87855794', 'longitude': '-87.720667487', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11,21572,27,704,23,30,16,82,28
BATTERY,13232777,JG450885,2023-10-04T12:45:00.000,043XX W PALMER ST,0486,DOMESTIC BATTERY SIMPLE,ALLEY,False,True,2522,025,35,20,08B,1146880,1914264,2023,2023-10-12T15:42:39.000,41.92071215,-87.73575945,"{'latitude': '41.92071215', 'longitude': '-87.73575945', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",27,22615,21,75,12,2,6,188,35
ASSAULT,13232609,JG450503,2023-10-04T12:35:00.000,045XX W 51ST ST,0560,SIMPLE,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,0815,008,14,57,08A,1146984,1870421,2023,2023-10-12T15:42:39.000,41.800399457,-87.736497155,"{'latitude': '41.800399457', 'longitude': '-87.736497155', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",35,22248,54,697,8,56,13,105,14
BATTERY,13233485,JG450495,2023-10-04T12:30:00.000,043XX W PALMER ST,0486,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,2522,025,35,20,08B,1146880,1914264,2023,2023-10-12T15:42:39.000,41.92071215,-87.73575945,"{'latitude': '41.92071215', 'longitude': '-87.73575945', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",27,22615,21,75,12,2,6,188,35
BATTERY,13232500,JG450463,2023-10-04T12:30:00.000,025XX S CENTRAL PARK AVE,0486,DOMESTIC BATTERY SIMPLE,SIDEWALK,False,True,1024,010,22,30,08B,1152778,1886856,2023,2023-10-12T15:42:39.000,41.845386923,-87.71481461,"{'latitude': '41.845386923', 'longitude': '-87.71481461', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14,21569,32,755,28,57,21,130,22
